"dt","orders","buyers","item_gmv","paid_gmv","aov","avg_delivery_days","ontime_rate","bad_review_rate"
"2017-10-29",129,126,20048.32,20055.17,155.413333,10.4729,0.9535,0.1163
"2017-10-30",138,138,22367.97,22367.93,162.086739,10.8188,0.8768,0.1014
"2017-10-31",156,155,26760.93,26760.99,171.544423,11.5769,0.9231,0.1090
"2017-11-01",108,107,22029.17,22029.14,203.973796,12.5000,0.9444,0.1019
"2017-11-02",117,117,23825.63,23825.62,203.637863,12.3761,0.9487,0.1368
"2017-11-03",138,137,26036.15,26036.08,188.667754,12.2681,0.9493,0.1159
"2017-11-04",106,105,22074.22,22074.22,208.247358,11.8302,0.9528,0.1226
"2017-11-05",137,132,19815.72,19815.71,144.640292,11.0365,0.9708,0.1168
"2017-11-06",182,182,32103.93,32103.93,176.395220,13.0604,0.9341,0.1099
"2017-11-07",154,153,23396.09,23399.01,151.922662,11.1234,0.9481,0.1039
"2017-11-08",169,167,22458.68,22458.68,132.891598,11.6627,0.9349,0.1420
"2017-11-09",182,182,28045.13,28045.15,154.094121,11.7198,0.9615,0.1209
"2017-11-10",159,158,22010.46,22010.46,138.430566,13.3396,0.9308,0.1195
"2017-11-11",152,151,26054.42,26054.42,171.410658,13.9211,0.9342,0.0789
"2017-11-12",170,170,25953.39,25953.39,152.667000,12.4882,0.9353,0.1118
"2017-11-13",197,197,28630.29,28691.30,145.331421,12.9797,0.9086,0.1168
"2017-11-14",184,182,30755.36,30765.71,167.148696,15.1957,0.8859,0.1576
"2017-11-15",176,175,26278.57,26278.59,149.310057,12.5114,0.9261,0.1307
"2017-11-16",219,217,32236.16,32236.15,147.197078,13.2055,0.9087,0.1005
"2017-11-17",185,183,33589.38,33589.38,181.564216,13.1297,0.8973,0.1514
"2017-11-18",141,138,26543.38,26543.38,188.250922,14.0780,0.8794,0.1348
"2017-11-19",157,154,23273.60,23273.59,148.239490,11.6242,0.8981,0.0955
"2017-11-20",219,217,49072.99,49081.73,224.077580,13.1050,0.8584,0.1461
"2017-11-21",222,221,38506.59,38509.62,173.453108,13.4234,0.8018,0.1396
"2017-11-22",190,187,28780.67,28780.66,151.477211,13.9211,0.8526,0.1737
"2017-11-23",268,265,49748.15,49748.17,185.627425,15.6455,0.8433,0.1978
"2017-11-24",1147,1132,175178.46,175250.94,152.727515,16.7158,0.8003,0.2084
"2017-11-25",487,480,70683.26,70684.27,145.140164,18.9610,0.7680,0.2361
"2017-11-26",382,377,52162.53,52164.38,136.551126,16.0759,0.7958,0.1806
"2017-11-27",395,391,55887.39,55887.37,141.487063,15.9671,0.7873,0.2152
"2017-11-28",372,369,55990.30,55990.31,150.511559,15.0566,0.7898,0.1909
"2017-11-29",314,313,46164.91,46164.90,147.022006,17.4140,0.7962,0.2006
"2017-11-30",260,257,36079.22,36081.79,138.766231,15.5231,0.8846,0.1615
"2017-12-01",267,261,44851.78,44851.78,167.984195,16.1049,0.8764,0.1610
"2017-12-02",212,211,35241.12,35251.72,166.231698,16.2358,0.8774,0.1792
"2017-12-03",227,227,33702.97,33708.24,148.471233,14.5727,0.8855,0.2026
"2017-12-04",322,318,51721.88,51732.07,160.626957,15.2640,0.8447,0.1584
"2017-12-05",269,268,39049.39,39049.39,145.165019,15.0706,0.8848,0.1710
"2017-12-06",269,265,44917.87,44917.89,166.980929,16.1859,0.8773,0.1264
"2017-12-07",223,222,32437.08,32437.07,145.457758,15.6502,0.8789,0.1659
"2017-12-08",210,209,33204.45,33204.45,158.116429,16.3810,0.8810,0.1714
"2017-12-09",154,152,23321.18,23321.18,151.436234,17.0584,0.9091,0.1429
"2017-12-10",184,180,27627.43,27637.73,150.149076,14.4457,0.9185,0.1196
"2017-12-11",262,259,38433.88,38433.88,146.694198,14.9389,0.9313,0.1374
"2017-12-12",251,249,37772.83,37772.83,150.489363,14.8247,0.9004,0.1713
"2017-12-13",215,211,33706.35,33708.80,156.773721,13.6744,0.9535,0.1535
"2017-12-14",195,194,29203.30,29203.30,149.760513,15.0718,0.9436,0.1333
"2017-12-15",185,184,30506.85,30506.85,164.901892,15.7514,0.9405,0.1189
"2017-12-16",129,129,22701.57,22701.56,175.981163,15.2636,0.9457,0.1318
"2017-12-17",130,127,21775.65,21775.65,167.505000,12.5615,0.9692,0.1154
"2017-12-18",205,204,33366.81,33370.10,162.764927,14.2488,0.9317,0.1317
"2017-12-19",173,172,23852.04,23858.26,137.873064,13.9017,0.9249,0.0925
"2017-12-20",168,167,30531.40,30531.41,181.734524,15.6369,0.9345,0.1310
"2017-12-21",140,140,21091.47,21104.96,150.653357,13.8500,0.9357,0.1357
"2017-12-22",108,108,16417.62,16443.08,152.015000,15.4259,0.9537,0.1204
"2017-12-23",101,100,13952.56,13952.53,138.144158,16.9406,0.8812,0.1386
"2017-12-24",57,57,6653.69,6653.69,116.731404,11.2807,0.9825,0.0877
"2017-12-25",86,84,12059.38,12059.38,140.225349,14.4651,0.9186,0.1047
"2017-12-26",165,165,23271.06,23280.78,141.036727,11.9515,0.9758,0.1091
"2017-12-27",164,164,20625.70,20625.70,125.766463,13.1463,0.9756,0.1159
"2017-12-28",143,143,17346.70,17358.50,121.305594,14.4615,0.9441,0.1119
"2017-12-29",132,131,18620.09,18620.09,141.061288,14.8106,0.9697,0.1212
"2017-12-30",96,96,15189.49,15201.60,158.223854,15.4063,0.9688,0.1667
"2017-12-31",71,71,9924.70,9924.70,139.784507,13.2676,0.9859,0.0986
"2018-01-01",72,72,8245.67,8307.36,114.523194,12.2361,0.9444,0.1389
"2018-01-02",200,200,28935.99,28935.99,144.679950,11.6550,0.9800,0.1350
"2018-01-03",219,218,35871.97,35871.97,163.798950,13.1689,0.9589,0.1279
"2018-01-04",248,246,39116.62,39137.40,157.728306,13.5806,0.9395,0.1048
"2018-01-05",197,195,30206.50,30267.04,153.332487,14.4416,0.9492,0.1269
"2018-01-06",213,212,32447.81,32447.81,152.337136,14.9108,0.9718,0.1362
"2018-01-07",192,192,32749.23,32749.23,170.568906,12.2031,0.9688,0.1042
"2018-01-08",287,285,43919.46,43927.03,153.029477,12.4634,0.9617,0.1254
"2018-01-09",246,245,34945.58,34951.14,142.055203,13.0447,0.9553,0.1179
"2018-01-10",271,271,43639.98,43643.99,161.033137,14.6863,0.9410,0.1255
"2018-01-11",260,259,45848.38,45892.54,176.339923,13.6654,0.9692,0.1038
"2018-01-12",234,233,35877.31,35877.30,153.321838,14.3376,0.9530,0.1368
"2018-01-13",211,209,31861.11,31871.73,151.000521,12.8957,0.9716,0.1090
"2018-01-14",229,225,34945.43,34947.35,152.600131,12.8341,0.9301,0.1223
"2018-01-15",300,297,44181.93,44190.84,147.273100,12.6200,0.9467,0.1267
"2018-01-16",296,293,48922.60,48957.92,165.279054,13.2027,0.9088,0.1622
"2018-01-17",277,275,41245.28,41255.67,148.899928,12.7870,0.9386,0.1191
"2018-01-18",236,230,32638.34,32644.24,138.298051,13.4915,0.9364,0.1525
"2018-01-19",225,223,32189.14,32215.20,143.062844,14.4356,0.9156,0.1778
"2018-01-20",182,179,26659.09,26667.76,146.478516,14.5714,0.9011,0.1154
"2018-01-21",188,187,25626.30,25653.42,136.310106,13.9734,0.9043,0.1702
"2018-01-22",305,300,42926.40,42966.09,140.742295,12.3836,0.9148,0.1738
"2018-01-23",256,254,39498.86,39504.02,154.292422,13.5625,0.9023,0.1523
"2018-01-24",236,233,35946.84,35959.91,152.317119,16.0000,0.8602,0.1441
"2018-01-25",226,222,33729.66,33912.46,149.246283,14.4513,0.9336,0.1327
"2018-01-26",223,222,38732.83,38752.79,173.689821,13.6547,0.9372,0.1525
"2018-01-27",150,147,24564.62,24568.62,163.764133,13.4867,0.9267,0.1467
"2018-01-28",149,147,25641.23,25685.11,172.088792,12.6711,0.9597,0.1141
"2018-01-29",242,239,35422.02,35457.08,146.371983,15.3802,0.8719,0.1405
"2018-01-30",248,244,34174.42,34186.50,137.800081,15.2702,0.8871,0.1734
"2018-01-31",251,246,37176.86,37201.35,148.114980,14.0916,0.9522,0.1195
"2018-02-01",227,224,35169.75,35200.93,154.932819,14.4537,0.9339,0.1145
"2018-02-02",207,205,31558.69,31573.64,152.457440,16.6618,0.9034,0.1932
"2018-02-03",189,188,26740.48,26742.03,141.484021,16.4339,0.9630,0.0899
"2018-02-04",197,196,27642.05,27687.48,140.314975,14.2893,0.9492,0.1269
"2018-02-05",265,259,41183.28,41183.29,155.408604,16.1585,0.9132,0.1547
"2018-02-06",262,258,39158.65,39162.30,149.460496,14.9695,0.9351,0.1870
"2018-02-07",242,238,35838.49,35845.39,148.092934,15.0620,0.9380,0.1240
"2018-02-08",225,222,31527.54,31531.31,140.122400,16.9067,0.8889,0.1556
"2018-02-09",208,206,34627.50,34643.87,166.478365,17.8077,0.8654,0.1490
"2018-02-10",174,169,24332.26,24342.08,139.840575,16.1954,0.9080,0.1552
"2018-02-11",165,163,25356.65,25377.01,153.676667,16.3697,0.8485,0.2303
"2018-02-12",214,210,27536.86,27569.29,128.676916,16.3458,0.8318,0.1869
"2018-02-13",217,213,27425.08,27425.09,126.382857,14.3825,0.8802,0.1889
"2018-02-14",287,276,42700.67,42778.65,148.782822,14.7387,0.8641,0.1185
"2018-02-15",270,264,36727.52,36737.77,136.027852,15.6593,0.8481,0.1889
"2018-02-16",210,208,31415.46,31451.27,149.597429,16.2810,0.8429,0.2048
"2018-02-17",198,196,29049.53,29049.53,146.714798,16.8081,0.8535,0.1818
"2018-02-18",199,196,28538.12,28548.16,143.407638,15.5276,0.8442,0.1658
"2018-02-19",251,248,32947.12,32947.13,131.263426,15.2829,0.8127,0.1673
"2018-02-20",283,281,42180.21,42199.24,149.046678,14.4664,0.8551,0.1731
"2018-02-21",260,250,36890.27,36890.27,141.885654,16.3385,0.7654,0.2000
"2018-02-22",268,264,35576.60,35576.59,132.748507,17.2239,0.7873,0.2537
"2018-02-23",232,224,32866.43,32866.43,141.665647,18.7371,0.7888,0.2328
"2018-02-24",188,183,27999.58,27999.58,148.933936,20.8404,0.7287,0.2234
"2018-02-25",231,226,33900.74,33900.73,146.756450,18.5065,0.7446,0.2684
"2018-02-26",290,282,49657.05,49659.98,171.231207,19.1966,0.6897,0.2862
"2018-02-27",293,283,46614.43,46614.44,159.093618,18.5768,0.7372,0.2867
"2018-02-28",303,298,51007.40,51007.40,168.341254,17.9175,0.7360,0.2508
"2018-03-01",268,265,45237.19,45237.19,168.795485,17.8955,0.7164,0.2575
"2018-03-02",262,256,36904.02,36904.02,140.855038,19.6794,0.6794,0.2901
"2018-03-03",205,199,30780.48,30780.47,150.148683,18.9756,0.6878,0.2195
"2018-03-04",228,224,35533.63,35533.64,155.849254,18.5921,0.7149,0.2500
"2018-03-05",252,248,43688.23,43688.21,173.365992,17.6349,0.7143,0.2857
"2018-03-06",268,266,44866.10,44866.09,167.410821,17.7276,0.6940,0.2910
"2018-03-07",254,251,41584.00,41584.00,163.716535,18.0906,0.6890,0.2402
"2018-03-08",227,223,33059.59,33059.59,145.636960,16.6079,0.7489,0.2159
"2018-03-09",197,196,32245.93,32245.91,163.684924,18.2995,0.7766,0.2386
"2018-03-10",185,183,29695.97,29722.84,160.518757,18.7135,0.7297,0.2378
"2018-03-11",215,214,36317.38,36317.38,168.918047,16.9349,0.7302,0.2419
"2018-03-12",228,226,35245.43,35245.42,154.585219,17.8553,0.6974,0.2500
"2018-03-13",217,216,40303.20,40303.17,185.729032,16.2765,0.7512,0.2212
"2018-03-14",195,194,27150.51,27150.51,139.233385,16.7128,0.7641,0.2308
"2018-03-15",272,271,48505.73,48505.73,178.329890,16.4853,0.7610,0.2059
"2018-03-16",242,239,37682.10,37682.45,155.711157,16.0331,0.7810,0.2562
"2018-03-17",176,175,23539.64,23542.99,133.747955,16.9659,0.7955,0.1989
"2018-03-18",211,206,35452.60,35452.60,168.021801,14.2180,0.8436,0.1469
"2018-03-19",293,291,51174.55,51213.97,174.657167,14.2662,0.7713,0.2184
"2018-03-20",292,290,42122.05,42122.06,144.253596,13.5445,0.8527,0.1747
"2018-03-21",277,274,45667.68,45667.68,164.865271,12.9458,0.8917,0.1372
"2018-03-22",249,247,36150.42,36150.42,145.182410,13.5100,0.8755,0.2048
"2018-03-23",209,208,31492.42,31492.41,150.681435,12.7608,0.9282,0.1196
"2018-03-24",163,163,27433.67,27433.67,168.304724,13.5460,0.8712,0.1656
"2018-03-25",188,187,29948.34,29948.35,159.299681,13.5798,0.8457,0.1543
"2018-03-26",266,265,41107.03,41107.03,154.537707,13.2331,0.8647,0.1241
"2018-03-27",239,238,39307.06,39310.44,164.464686,13.1590,0.8536,0.1339
"2018-03-28",210,210,31423.56,31423.56,149.636000,13.8810,0.8714,0.1619
"2018-03-29",188,188,32832.21,32834.01,174.639415,15.6489,0.8457,0.1915
"2018-03-30",163,163,25993.33,25998.00,159.468282,14.4847,0.8773,0.1779
"2018-03-31",164,162,28154.19,28154.19,171.671890,13.1890,0.8415,0.2134
"2018-04-01",201,201,33208.59,33208.59,165.216866,10.9403,0.9005,0.1741
"2018-04-02",274,274,46569.04,46569.05,169.960000,12.1825,0.8504,0.1204
"2018-04-03",243,243,41790.84,41814.26,171.978765,11.9753,0.8930,0.1111
"2018-04-04",252,251,42190.71,42190.71,167.423452,11.0159,0.9286,0.1429
"2018-04-05",261,259,41827.62,41827.99,160.259080,10.9885,0.9502,0.0805
"2018-04-06",181,181,30713.49,30713.51,169.687790,11.2928,0.9669,0.1547
"2018-04-07",161,160,28285.12,28285.11,175.683975,11.9130,0.9441,0.1429
"2018-04-08",183,182,27502.17,27508.10,150.285082,10.7049,0.9290,0.1202
"2018-04-09",250,248,55344.94,55344.94,221.379760,10.1640,0.9520,0.0920
"2018-04-10",196,195,31879.44,31879.46,162.650204,11.0867,0.9490,0.1327
"2018-04-11",262,261,44426.53,44426.54,169.566908,10.6183,0.9580,0.1183
"2018-04-12",253,252,39744.35,39744.34,157.092292,11.9842,0.9684,0.1107
"2018-04-13",197,197,34785.48,34785.48,176.576041,11.9492,0.9695,0.1117
"2018-04-14",145,143,22305.81,22305.81,153.833172,12.6966,0.9517,0.1448
"2018-04-15",219,217,36145.24,36151.24,165.046758,10.2466,0.9680,0.1279
"2018-04-16",276,275,46876.41,46881.58,169.842065,10.9601,0.9529,0.1196
"2018-04-17",258,257,39357.92,39357.93,152.550078,11.2287,0.9535,0.0930
"2018-04-18",271,270,44845.56,44858.48,165.481771,11.7159,0.9262,0.1292
"2018-04-19",287,285,49231.16,49231.13,171.537143,11.6585,0.9582,0.1150
"2018-04-20",192,192,31389.13,31389.13,163.485052,11.2760,0.9740,0.1042
"2018-04-21",154,154,22309.62,22309.62,144.867662,10.3896,0.9610,0.1104
"2018-04-22",199,198,31803.79,31803.77,159.818040,9.4271,0.9698,0.1357
"2018-04-23",283,282,43741.63,43741.62,154.564064,10.1731,0.9505,0.1201
"2018-04-24",265,263,48920.64,48920.61,184.606189,10.4302,0.9774,0.1208
"2018-04-25",279,278,46862.91,46862.93,167.967419,10.6129,0.9570,0.0968
"2018-04-26",250,250,36424.31,36424.31,145.697240,10.9280,0.9560,0.0880
"2018-04-27",237,236,45325.99,45327.22,191.248903,11.5907,0.9451,0.0844
"2018-04-28",166,166,25846.43,25846.43,155.701386,11.2831,0.9458,0.1205
"2018-04-29",168,168,22756.58,22756.58,135.455833,10.6905,0.9405,0.1369
"2018-04-30",235,235,40467.48,40467.48,172.202043,9.7574,0.9787,0.0936
"2018-05-01",252,252,37911.35,37921.15,150.441865,9.6825,0.9643,0.1230
"2018-05-02",287,286,42472.00,42472.00,147.986063,10.3833,0.9408,0.1010
"2018-05-03",300,297,47935.10,47937.34,159.783667,10.3267,0.9633,0.0800
"2018-05-04",262,262,44708.27,44708.27,170.642252,10.9046,0.9656,0.0878
"2018-05-05",192,192,32029.90,32062.42,166.822396,10.3646,0.9427,0.1458
"2018-05-06",206,205,32174.89,32174.89,156.188786,9.8398,0.9612,0.1262
"2018-05-07",363,362,60805.36,60805.33,167.507879,9.6887,0.9366,0.0937
"2018-05-08",323,323,53989.69,53989.69,167.150743,9.2384,0.9319,0.1053
"2018-05-09",335,333,49598.24,49598.24,148.054448,10.4030,0.9194,0.1104
"2018-05-10",273,271,56936.61,56936.59,208.559011,10.6960,0.9158,0.1062
"2018-05-11",244,244,43139.65,43139.65,176.801844,11.2828,0.8852,0.1475
"2018-05-12",200,200,33775.16,33775.17,168.875800,10.8400,0.9350,0.1250
"2018-05-13",205,204,36076.26,36076.26,175.981756,9.4146,0.9366,0.0976
"2018-05-14",355,355,60753.87,60753.88,171.137662,9.7014,0.8648,0.0958
"2018-05-15",348,347,49218.01,49217.98,141.431063,10.1839,0.8477,0.1207
"2018-05-16",351,350,63957.96,63960.93,182.216410,11.8632,0.8319,0.1197
"2018-05-17",224,223,35328.37,35328.37,157.715938,13.4330,0.8125,0.1295
"2018-05-18",232,231,35661.18,35661.17,153.711983,13.2931,0.8448,0.1164
"2018-05-19",137,135,28140.17,28140.17,205.402701,13.3504,0.8613,0.1168
"2018-05-20",158,158,22624.45,22624.45,143.192722,13.2722,0.7975,0.1519
"2018-05-21",199,199,28743.66,28743.66,144.440503,13.0101,0.8593,0.1156
"2018-05-22",195,195,31382.44,31382.42,160.935590,11.4821,0.9128,0.1231
"2018-05-23",132,132,20262.29,20262.30,153.502197,11.2273,0.9773,0.0758
"2018-05-24",113,113,22206.44,22210.47,196.517168,10.4602,0.9823,0.0442
"2018-05-25",103,103,18137.37,18137.37,176.090971,11.9515,0.9903,0.0777
"2018-05-26",99,99,16914.09,16914.09,170.849394,12.6061,0.9899,0.1010
"2018-05-27",100,98,14693.68,14693.68,146.936800,13.0700,1.0000,0.1200
"2018-05-28",142,142,30114.99,30114.99,212.077394,10.8662,1.0000,0.0563
"2018-05-29",149,149,29430.63,29441.33,197.521007,10.8456,1.0000,0.0738
"2018-05-30",138,138,22279.18,22279.17,161.443333,12.6377,1.0000,0.0870
"2018-05-31",132,131,27373.26,27373.26,207.373182,11.0758,0.9924,0.0758
"2018-06-01",184,182,37282.67,37284.05,202.623207,11.7174,0.9891,0.1087
"2018-06-02",141,141,28870.67,28870.67,204.756525,11.8440,0.9929,0.1348
"2018-06-03",189,188,32375.80,32375.81,171.300529,8.8571,1.0000,0.1058
"2018-06-04",222,219,33866.17,33866.17,152.550315,8.8333,1.0000,0.0856
"2018-06-05",196,194,35864.93,35869.16,182.984337,9.5000,0.9898,0.0969
"2018-06-06",227,226,32176.98,32176.98,141.748811,10.3304,0.9868,0.1454
"2018-06-07",223,223,42676.38,42676.38,191.373901,9.5247,0.9955,0.1480
"2018-06-08",195,195,31031.82,31031.82,159.137538,10.7784,0.9639,0.1385
"2018-06-09",169,169,33831.90,33831.91,200.188757,10.1243,0.9882,0.0769
"2018-06-10",190,190,30117.30,30124.46,158.512105,8.8053,0.9789,0.1316
"2018-06-11",294,294,57313.28,57345.56,194.943129,8.8197,0.9626,0.1020
"2018-06-12",244,244,46630.26,46630.26,191.107623,8.4016,0.9631,0.1148
"2018-06-13",253,253,40557.09,40557.07,160.304704,8.3557,0.9881,0.1225
"2018-06-14",211,211,32553.16,32553.16,154.280379,8.7630,0.9810,0.0569
"2018-06-15",182,181,31134.14,31134.14,171.066703,9.5824,0.9890,0.0879
"2018-06-16",162,161,28607.93,28607.93,176.592160,8.9259,0.9938,0.1173
"2018-06-17",151,151,20657.67,20657.67,136.805762,7.4172,0.9735,0.0662
"2018-06-18",243,242,39769.34,39773.01,163.659835,7.0206,0.9918,0.0453
"2018-06-19",228,228,39427.64,39427.64,172.928246,8.1184,0.9825,0.0789
"2018-06-20",216,216,34251.51,34251.50,158.571806,7.9860,1.0000,0.1111
"2018-06-21",232,231,33152.97,33152.97,142.900733,8.8233,0.9784,0.0991
"2018-06-22",177,177,28484.58,28484.57,160.929831,8.8418,0.9944,0.0734
"2018-06-23",149,148,21043.65,21043.65,141.232550,8.5772,0.9866,0.1141
"2018-06-24",198,198,29291.60,29291.59,147.937374,7.0505,0.9848,0.0657
"2018-06-25",238,238,41024.31,41024.31,172.371050,6.7983,0.9874,0.0840
"2018-06-26",238,238,36970.52,36999.52,155.338319,7.7437,1.0000,0.1008
"2018-06-27",214,214,32505.93,32505.93,151.896869,8.4225,0.9906,0.0748
"2018-06-28",239,238,37148.28,37182.97,155.432134,8.1464,0.9874,0.0921
"2018-06-29",171,170,24857.31,24857.31,145.364386,8.8129,0.9883,0.1053
"2018-06-30",123,122,18502.50,18502.51,150.426829,8.4309,1.0000,0.1138
"2018-07-01",159,159,28512.39,28512.39,179.323208,7.1667,1.0000,0.1006
"2018-07-02",193,193,29113.41,29113.41,150.846684,6.9585,0.9948,0.0466
"2018-07-03",214,214,31209.77,31209.77,145.840047,7.6636,0.9766,0.0514
"2018-07-04",251,250,41009.49,41009.49,163.384422,7.0837,0.9880,0.0837
"2018-07-05",193,192,33574.03,33574.05,173.958705,8.7876,0.9741,0.1244
"2018-07-06",120,120,21828.25,21828.25,181.902083,9.3167,0.9833,0.0583
"2018-07-07",89,89,10942.08,10942.08,122.944719,8.6854,1.0000,0.0449
"2018-07-08",118,117,17107.24,17107.22,144.976610,9.7797,0.9746,0.1271
"2018-07-09",146,146,22894.00,22894.00,156.808219,9.1712,0.9452,0.1027
"2018-07-10",129,129,21572.53,21572.53,167.228915,9.0000,0.9380,0.1550
"2018-07-11",123,123,21278.72,21286.74,172.997724,11.5041,0.9187,0.1382
"2018-07-12",117,116,22767.58,22767.58,194.594701,12.0000,0.8889,0.1282
"2018-07-13",167,167,32529.40,32529.39,194.786826,11.7605,0.9760,0.1377
"2018-07-14",142,141,25593.41,25593.41,180.235282,11.2817,0.9437,0.0775
"2018-07-15",148,148,33876.60,33876.60,228.895946,10.8784,0.9459,0.1486
"2018-07-16",238,235,36252.97,36329.50,152.323403,8.9958,0.9328,0.1050
"2018-07-17",216,212,34775.59,34775.60,160.998102,9.1528,0.9352,0.0972
"2018-07-18",302,294,48588.05,48588.05,160.887583,8.3311,0.9702,0.0530
"2018-07-19",249,245,44557.38,44557.39,178.945301,8.6145,0.9799,0.1325
"2018-07-20",247,246,37905.62,37905.62,153.464049,8.9150,0.9595,0.1377
"2018-07-21",184,181,25123.69,25130.58,136.541793,8.5924,0.9728,0.0543
"2018-07-22",213,211,30939.74,30939.74,145.256995,7.4038,0.9718,0.1033
"2018-07-23",298,298,47195.40,47195.40,158.373826,7.6879,0.9396,0.0940
"2018-07-24",264,262,46345.99,46345.99,175.552992,7.5417,0.9659,0.0909
"2018-07-25",264,263,47594.66,47599.78,180.282803,8.0492,0.9697,0.0871
"2018-07-26",244,243,41183.96,41183.98,168.786721,7.7869,0.9713,0.0738
"2018-07-27",186,185,33017.34,33017.33,177.512581,8.8280,0.9731,0.1022
"2018-07-28",172,171,29350.49,29350.49,170.642384,8.2849,0.9826,0.0930
"2018-07-29",182,181,34233.33,34233.31,188.095220,7.0989,0.9286,0.0659
"2018-07-30",278,278,44165.91,44165.92,158.870180,7.6295,0.8777,0.0971
"2018-07-31",313,313,52768.26,52768.27,168.588690,7.3738,0.8850,0.1054
"2018-08-01",306,305,48066.12,48066.11,157.078824,8.4706,0.8693,0.1340
"2018-08-02",292,292,44848.39,44852.24,153.590377,8.8322,0.8459,0.1336
"2018-08-03",308,308,48819.74,48819.75,158.505649,9.1851,0.8474,0.1494
"2018-08-04",236,236,40237.94,40250.11,170.499746,8.5805,0.8898,0.1271
"2018-08-05",269,268,41282.34,41282.34,153.465948,7.4647,0.8216,0.0929
"2018-08-06",363,363,62728.22,62728.23,172.805014,8.0496,0.8017,0.1240
"2018-08-07",353,352,55638.22,55643.03,157.615354,7.8499,0.8215,0.1275
"2018-08-08",310,308,50372.35,50376.96,162.491452,7.7968,0.8871,0.0903
"2018-08-09",280,280,46295.40,46246.05,165.340714,8.1036,0.8929,0.0929
"2018-08-10",249,248,38944.43,38934.43,156.403333,8.9719,0.8956,0.1165
"2018-08-11",185,185,30511.59,30511.58,164.927514,8.1514,0.9568,0.0919
"2018-08-12",191,191,34260.37,34260.37,179.373665,7.3089,0.9529,0.0785
"2018-08-13",284,283,45431.41,45431.38,159.969754,7.1092,0.9331,0.0669
"2018-08-14",311,309,51138.50,51138.46,164.432476,7.3441,0.8875,0.1029
"2018-08-15",282,282,52083.75,52083.74,184.694149,7.2589,0.9149,0.0745
"2018-08-16",316,315,41691.66,41699.15,131.935633,7.3354,0.9114,0.0601
"2018-08-17",249,247,36948.71,36948.84,148.388394,7.5422,0.9558,0.0723
"2018-08-18",193,193,28475.76,28475.76,147.542798,7.0518,0.9741,0.0725
"2018-08-19",204,203,29966.50,29989.35,146.894608,6.3725,0.9461,0.0490
"2018-08-20",251,251,39075.89,39054.09,155.680837,5.4821,0.9004,0.0637
"2018-08-21",238,238,30773.19,30773.18,129.299118,5.2269,0.9286,0.0462
"2018-08-22",185,184,24203.62,24203.63,130.830378,5.4054,0.9405,0.0703
"2018-08-23",142,142,19540.56,19522.58,137.609577,5.1831,0.9507,0.0845
"2018-08-24",96,96,11090.53,11085.63,115.526354,4.9167,0.9063,0.1354
"2018-08-25",69,69,11737.76,11737.76,170.112464,3.8841,0.9855,0.0725
"2018-08-26",73,73,9333.16,9304.00,127.851507,2.9452,0.9863,0.0822
"2018-08-27",66,66,6111.61,6111.60,92.600152,2.0909,0.9091,0.0758
"2018-08-28",39,39,4121.22,4121.23,105.672308,1.5128,0.9744,0.0513
"2018-08-29",11,11,1762.70,1762.70,160.245455,1.0000,1.0000,0.1818
